method,mean_error_x,mean_error_y,mean_error_z,max_error_x,max_error_y,max_error_z
Tsit5,0.10646062399484117,0.10211297365354335,0.18730958590133606,5.539017496457393,5.075817247257698,13.273203954832567
Euler,0.11258635415579511,0.10777752831978397,0.19118001662659245,5.615290205711832,5.059767935815229,13.162399115887652
